Date,Year,Round,Region,Game #,W.Seed,Winner,W. Score,L. Seed,Loser,L.Score
3/30/2008,2008,4,NE,59,1,Memphis,85,2,Texas,67
3/29/2008,2008,4,SE,60,1,UCLA,76,3,Xavier,57
4/5/2008,2008,5,F4,61,1,Kansas,84,1,North Carolina,66
4/5/2008,2008,5,F4,62,1,Memphis,78,1,UCLA,63
4/7/2008,2008,6,Champ,63,1,Kansas,75,1,Memphis,68
3/17/2009,2009,PI,PI,-1,16,Morehead St.,58,16,Alabama St.,43
3/20/2009,2009,1,NW,1,1,Louisville,74,16,Morehead St.,54
3/20/2009,2009,1,NW,2,9,Siena,74,8,Ohio St.,72
3/20/2009,2009,1,NW,3,12,Arizona,84,5,Utah,71
3/20/2009,2009,1,NW,4,13,Cleveland St.,84,4,Wake Forest,69
3/20/2009,2009,1,NW,5,11,Dayton,68,6,West Virginia,60
3/20/2009,2009,1,NW,6,3,Kansas,84,14,North Dakota St.,74
3/20/2009,2009,1,NW,7,10,USC,72,7,Boston College,55
3/20/2009,2009,1,NW,8,2,Michigan St.,77,15,Robert Morris,62
3/19/2009,2009,1,SW,9,1,Connecticut,103,16,Chattanooga,47
3/19/2009,2009,1,SW,10,9,Texas A&M,79,8,BYU,66
3/19/2009,2009,1,SW,11,5,Purdue,61,12,Northern Iowa,56
3/19/2009,2009,1,SW,12,4,Washington,71,13,Mississippi St.,58
3/20/2009,2009,1,SW,13,6,Marquette,58,11,Utah St.,57
3/20/2009,2009,1,SW,14,3,Missouri,78,14,Cornell,59
3/19/2009,2009,1,SW,15,10,Maryland,84,7,California,71
3/19/2009,2009,1,SW,16,2,Memphis,81,15,Cal St. Northridge,70
3/20/2009,2009,1,NE,17,1,Pittsburgh,72,16,East Tennessee St.,62
3/20/2009,2009,1,NE,18,8,Oklahoma St.,77,9,Tennessee,75
3/20/2009,2009,1,NE,19,12,Wisconsin,61,5,Florida St.,59
3/20/2009,2009,1,NE,20,4,Xavier,77,13,Portland St.,59
3/19/2009,2009,1,NE,21,6,UCLA,65,11,VCU,64
3/19/2009,2009,1,NE,22,3,Villanova,80,14,American,67
3/19/2009,2009,1,NE,23,7,Texas,76,10,Minnesota,62
3/19/2009,2009,1,NE,24,2,Duke,86,15,Binghamton,62
3/19/2009,2009,1,SE,25,1,North Carolina,101,16,Radford,58
3/19/2009,2009,1,SE,26,8,LSU,75,9,Butler,71
3/19/2009,2009,1,SE,27,12,Western Kentucky,76,5,Illinois,72
3/19/2009,2009,1,SE,28,4,Gonzaga,77,13,Akron,64
3/20/2009,2009,1,SE,29,6,Arizona St.,66,11,Temple,57
3/20/2009,2009,1,SE,30,3,Syracuse,59,14,Stephen F. Austin,44
3/19/2009,2009,1,SE,31,10,Michigan,62,7,Clemson,59
3/19/2009,2009,1,SE,32,2,Oklahoma,82,15,Morgan St.,54
3/22/2009,2009,2,NW,33,1,Louisville,79,9,Siena,72
3/22/2009,2009,2,NW,34,12,Arizona,71,13,Cleveland St.,57
3/22/2009,2009,2,NW,35,3,Kansas,60,11,Dayton,43
3/22/2009,2009,2,NW,36,2,Michigan St.,74,10,USC,69
3/21/2009,2009,2,SW,37,1,Connecticut,92,9,Texas A&M,66
3/21/2009,2009,2,SW,38,5,Purdue,76,4,Washington,74
3/22/2009,2009,2,SW,39,3,Missouri,83,6,Marquette,79
3/21/2009,2009,2,SW,40,2,Memphis,89,10,Maryland,70
3/22/2009,2009,2,NE,41,1,Pittsburgh,84,8,Oklahoma St.,76
3/22/2009,2009,2,NE,42,4,Xavier,60,12,Wisconsin,49
3/21/2009,2009,2,NE,43,3,Villanova,89,6,UCLA,69
3/21/2009,2009,2,NE,44,2,Duke,74,7,Texas,69
3/21/2009,2009,2,SE,45,1,North Carolina,84,8,LSU,70
3/21/2009,2009,2,SE,46,4,Gonzaga,83,12,Western Kentucky,81
3/22/2009,2009,2,SE,47,3,Syracuse,78,6,Arizona St.,67
3/21/2009,2009,2,SE,48,2,Oklahoma,73,10,Michigan,63
3/27/2009,2009,3,NW,49,1,Louisville,103,12,Arizona,64
3/27/2009,2009,3,NW,50,2,Michigan St.,67,3,Kansas,62
3/26/2009,2009,3,SW,51,1,Connecticut,72,5,Purdue,60
3/26/2009,2009,3,SW,52,3,Missouri,102,2,Memphis,91
3/26/2009,2009,3,NE,53,1,Pittsburgh,60,4,Xavier,55
3/26/2009,2009,3,NE,54,3,Villanova,77,2,Duke,54
3/27/2009,2009,3,SE,55,1,North Carolina,98,4,Gonzaga,77
3/27/2009,2009,3,SE,56,2,Oklahoma,84,3,Syracuse,71
3/29/2009,2009,4,NW,57,2,Michigan St.,64,1,Louisville,52
3/28/2009,2009,4,SW,58,1,Connecticut,82,3,Missouri,75
3/28/2009,2009,4,NE,59,3,Villanova,78,1,Pittsburgh,76
3/29/2009,2009,4,SE,60,1,North Carolina,72,2,Oklahoma,60
4/4/2009,2009,5,F4,61,2,Michigan St.,82,1,Connecticut,73
4/4/2009,2009,5,F4,62,1,North Carolina,83,3,Villanova,69
4/6/2009,2009,6,Champ,63,1,North Carolina,89,2,Michigan St.,72
3/16/2010,2010,PI,PI,-1,16,Arkansas Pine Bluff,61,16,Winthrop,44
3/18/2010,2010,1,NW,1,1,Kansas,90,16,Lehigh,74
3/18/2010,2010,1,NW,2,9,Northern Iowa,69,8,UNLV,66
3/19/2010,2010,1,NW,3,5,Michigan St.,70,12,New Mexico St.,67
3/19/2010,2010,1,NW,4,4,Maryland,89,13,Houston,77
3/18/2010,2010,1,NW,5,6,Tennessee,62,11,San Diego St.,59
3/18/2010,2010,1,NW,6,14,Ohio,97,3,Georgetown,83
3/19/2010,2010,1,NW,7,10,Georgia Tech,64,7,Oklahoma St.,59
3/19/2010,2010,1,NW,8,2,Ohio St.,68,15,UC Santa Barbara,51
3/19/2010,2010,1,SW,9,1,Syracuse,79,16,Vermont,56
3/19/2010,2010,1,SW,10,8,Gonzaga,67,9,Florida St.,60
3/18/2010,2010,1,SW,11,5,Butler,77,12,UTEP,59
3/18/2010,2010,1,SW,12,13,Murray St.,66,4,Vanderbilt,65
3/19/2010,2010,1,SW,13,6,Xavier,65,11,Minnesota,54
3/19/2010,2010,1,SW,14,3,Pittsburgh,89,14,Oakland,66
3/18/2010,2010,1,SW,15,7,BYU,99,10,Florida,92
3/18/2010,2010,1,SW,16,2,Kansas St.,82,15,North Texas,62
3/18/2010,2010,1,NE,17,1,Kentucky,100,16,East Tennessee St.,71
3/18/2010,2010,1,NE,18,9,Wake Forest,81,8,Texas,80
3/19/2010,2010,1,NE,19,12,Cornell,78,5,Temple,65
3/19/2010,2010,1,NE,20,4,Wisconsin,53,13,Wofford,49
3/18/2010,2010,1,NE,21,11,Washington,80,6,Marquette,78
3/18/2010,2010,1,NE,22,3,New Mexico,62,14,Montana,57
3/19/2010,2010,1,NE,23,10,Missouri,86,7,Clemson,78
3/19/2010,2010,1,NE,24,2,West Virginia,77,15,Morgan St.,50
3/19/2010,2010,1,SE,25,1,Duke,73,16,Arkansas Pine Bluff,44
3/19/2010,2010,1,SE,26,8,California,77,9,Louisville,62
3/19/2010,2010,1,SE,27,5,Texas A&M,69,12,Utah St.,53
3/19/2010,2010,1,SE,28,4,Purdue,72,13,Siena,64
3/18/2010,2010,1,SE,29,11,Old Dominion,51,6,Notre Dame,50
3/18/2010,2010,1,SE,30,3,Baylor,68,14,Sam Houston St.,59
3/18/2010,2010,1,SE,31,10,Saint Mary's,80,7,Richmond,71
3/18/2010,2010,1,SE,32,2,Villanova,73,15,Robert Morris,70
3/20/2010,2010,2,NW,33,9,Northern Iowa,69,1,Kansas,67
3/21/2010,2010,2,NW,34,5,Michigan St.,85,4,Maryland,83
3/20/2010,2010,2,NW,35,6,Tennessee,83,14,Ohio,68
3/21/2010,2010,2,NW,36,2,Ohio St.,75,10,Georgia Tech,66
3/21/2010,2010,2,SW,37,1,Syracuse,87,8,Gonzaga,65
3/20/2010,2010,2,SW,38,5,Butler,54,13,Murray St.,52
3/21/2010,2010,2,SW,39,6,Xavier,71,3,Pittsburgh,68
3/20/2010,2010,2,SW,40,2,Kansas St.,84,7,BYU,72
3/20/2010,2010,2,NE,41,1,Kentucky,90,9,Wake Forest,60
3/21/2010,2010,2,NE,42,12,Cornell,87,4,Wisconsin,69
3/20/2010,2010,2,NE,43,11,Washington,82,3,New Mexico,64
3/21/2010,2010,2,NE,44,2,West Virginia,68,10,Missouri,59
3/21/2010,2010,2,SE,45,1,Duke,68,8,California,53
3/21/2010,2010,2,SE,46,4,Purdue,63,5,Texas A&M,61
3/20/2010,2010,2,SE,47,3,Baylor,76,11,Old Dominion,68
3/20/2010,2010,2,SE,48,10,Saint Mary's,75,2,Villanova,68
3/26/2010,2010,3,NW,49,5,Michigan St.,59,9,Northern Iowa,52
3/26/2010,2010,3,NW,50,6,Tennessee,76,2,Ohio St.,73
3/25/2010,2010,3,SW,51,5,Butler,63,1,Syracuse,59
3/25/2010,2010,3,SW,52,2,Kansas St.,101,6,Xavier,96
3/25/2010,2010,3,NE,53,1,Kentucky,62,12,Cornell,45
3/25/2010,2010,3,NE,54,2,West Virginia,69,11,Washington,56
3/26/2010,2010,3,SE,55,1,Duke,70,4,Purdue,57
3/26/2010,2010,3,SE,56,3,Baylor,72,10,Saint Mary's,49
3/28/2010,2010,4,NW,57,5,Michigan St.,70,6,Tennessee,69
3/27/2010,2010,4,SW,58,5,Butler,63,2,Kansas St.,56
3/27/2010,2010,4,NE,59,2,West Virginia,73,1,Kentucky,66
3/28/2010,2010,4,SE,60,1,Duke,78,3,Baylor,71
4/3/2010,2010,5,F4,61,5,Butler,52,5,Michigan St.,50
4/3/2010,2010,5,F4,62,1,Duke,78,2,West Virginia,57
4/5/2010,2010,6,Champ,63,1,Duke,61,5,Butler,59
3/16/2011,2011,PI,PI,-4,16,UTSA,70,16,Alabama St.,61
3/15/2011,2011,PI,PI,-3,12,Clemson,70,12,UAB,52
3/16/2011,2011,PI,PI,-2,11,VCU,59,11,USC,46
3/15/2011,2011,PI,PI,-1,16,UNC Asheville,81,16,Little Rock,77
3/18/2011,2011,1,NW,1,1,Ohio St.,75,16,UTSA,46
3/18/2011,2011,1,NW,2,8,George Mason,61,9,Villanova,57
3/17/2011,2011,1,NW,3,5,West Virginia,84,12,Clemson,76
3/17/2011,2011,1,NW,4,4,Kentucky,59,13,Princeton,57
3/18/2011,2011,1,NW,5,11,Marquette,66,6,Xavier,55
3/18/2011,2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60
3/18/2011,2011,1,NW,7,7,Washington,68,10,Georgia,65
3/18/2011,2011,1,NW,8,2,North Carolina,102,15,LIU Brooklyn,87
3/18/2011,2011,1,SW,9,1,Duke,87,16,Hampton,45
3/18/2011,2011,1,SW,10,8,Michigan,75,9,Tennessee,45
3/18/2011,2011,1,SW,11,5,Arizona,77,12,Memphis,75
3/18/2011,2011,1,SW,12,4,Texas,85,13,Oakland,81
3/17/2011,2011,1,SW,13,6,Cincinnati,78,11,Missouri,63
3/17/2011,2011,1,SW,14,3,Connecticut,81,14,Bucknell,52
3/17/2011,2011,1,SW,15,7,Temple,66,10,Penn St.,64
3/17/2011,2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50
3/18/2011,2011,1,NE,17,1,Kansas,72,16,Boston University,53
3/18/2011,2011,1,NE,18,9,Illinois,73,8,UNLV,62
3/17/2011,2011,1,NE,19,12,Richmond,69,5,Vanderbilt,66
3/17/2011,2011,1,NE,20,13,Morehead St.,62,4,Louisville,61
3/18/2011,2011,1,NE,21,11,VCU,74,6,Georgetown,56
3/18/2011,2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43
3/18/2011,2011,1,NE,23,10,Florida St.,57,7,Texas A&M,50
3/18/2011,2011,1,NE,24,2,Notre Dame,69,15,Akron,56
3/17/2011,2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51
3/17/2011,2011,1,SE,26,8,Butler,60,9,Old Dominion,58
3/17/2011,2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68
3/17/2011,2011,1,SE,28,4,Wisconsin,72,13,Belmont,58
3/17/2011,2011,1,SE,29,11,Gonzaga,86,6,St. John's,71
3/17/2011,2011,1,SE,30,3,BYU,74,14,Wofford,66
3/17/2011,2011,1,SE,31,7,UCLA,78,10,Michigan St.,76
3/17/2011,2011,1,SE,32,2,Florida,79,15,UC Santa Barbara,51
3/20/2011,2011,2,NW,33,1,Ohio St.,98,8,George Mason,66
3/19/2011,2011,2,NW,34,4,Kentucky,71,5,West Virginia,63
3/20/2011,2011,2,NW,35,11,Marquette,66,3,Syracuse,62
3/20/2011,2011,2,NW,36,2,North Carolina,86,7,Washington,83
3/20/2011,2011,2,SW,37,1,Duke,73,8,Michigan,71
3/20/2011,2011,2,SW,38,5,Arizona,70,4,Texas,69
3/19/2011,2011,2,SW,39,3,Connecticut,69,6,Cincinnati,58
3/19/2011,2011,2,SW,40,2,San Diego St.,71,7,Temple,64
3/20/2011,2011,2,NE,41,1,Kansas,73,9,Illinois,59
3/19/2011,2011,2,NE,42,12,Richmond,65,13,Morehead St.,48
3/20/2011,2011,2,NE,43,11,VCU,94,3,Purdue,76
3/20/2011,2011,2,NE,44,10,Florida St.,71,2,Notre Dame,57
3/19/2011,2011,2,SE,45,8,Butler,71,1,Pittsburgh,70
3/19/2011,2011,2,SE,46,4,Wisconsin,70,5,Kansas St.,65
3/19/2011,2011,2,SE,47,3,BYU,89,11,Gonzaga,67
3/19/2011,2011,2,SE,48,2,Florida,73,7,UCLA,65
3/25/2011,2011,3,NW,49,4,Kentucky,62,1,Ohio St.,60
3/25/2011,2011,3,NW,50,2,North Carolina,81,11,Marquette,63
3/24/2011,2011,3,SW,51,5,Arizona,93,1,Duke,77
3/24/2011,2011,3,SW,52,3,Connecticut,74,2,San Diego St.,67
3/25/2011,2011,3,NE,53,1,Kansas,77,12,Richmond,57
3/25/2011,2011,3,NE,54,11,VCU,72,10,Florida St.,71
3/24/2011,2011,3,SE,55,8,Butler,61,4,Wisconsin,54
3/24/2011,2011,3,SE,56,2,Florida,83,3,BYU,74
3/27/2011,2011,4,NW,57,4,Kentucky,76,2,North Carolina,69
3/26/2011,2011,4,SW,58,3,Connecticut,65,5,Arizona,63
3/27/2011,2011,4,NE,59,11,VCU,71,1,Kansas,61
3/26/2011,2011,4,SE,60,8,Butler,74,2,Florida,71
4/2/2011,2011,5,F4,61,3,Connecticut,56,4,Kentucky,55
4/2/2011,2011,5,F4,62,8,Butler,70,11,VCU,62
4/4/2011,2011,6,Champ,63,3,Connecticut,53,8,Butler,41
3/13/2012,2012,PI,PI,-4,16,Western Kentucky,59,16,Mississippi Valley St.,58
3/13/2012,2012,PI,PI,-3,14,BYU,78,14,Iona,72
3/14/2012,2012,PI,PI,-2,16,Vermont,71,16,Lamar,59
3/14/2012,2012,PI,PI,-1,12,South Florida,65,12,California,54
3/15/2012,2012,1,NW,1,1,Kentucky,81,16,Western Kentucky,66
3/15/2012,2012,1,NW,2,8,Iowa St.,77,9,Connecticut,64
3/15/2012,2012,1,NW,3,12,VCU,62,5,Wichita St.,59
3/15/2012,2012,1,NW,4,4,Indiana,79,13,New Mexico St.,66
3/15/2012,2012,1,NW,5,11,Colorado,68,6,UNLV,64
3/15/2012,2012,1,NW,6,3,Baylor,68,14,South Dakota St.,60
3/16/2012,2012,1,NW,7,10,Xavier,67,7,Notre Dame,63
3/16/2012,2012,1,NW,8,15,Lehigh,75,2,Duke,70
3/16/2012,2012,1,SW,9,1,Michigan St.,89,16,LIU Brooklyn,67
3/16/2012,2012,1,SW,10,9,Saint Louis,61,8,Memphis,54
3/15/2012,2012,1,SW,11,5,New Mexico,75,12,Long Beach St.,68
3/15/2012,2012,1,SW,12,4,Louisville,69,13,Davidson,62
3/15/2012,2012,1,SW,13,6,Murray St.,58,11,Colorado St.,41
3/15/2012,2012,1,SW,14,3,Marquette,88,14,BYU,68
3/16/2012,2012,1,SW,15,7,Florida,71,10,Virginia,45
3/16/2012,2012,1,SW,16,15,Norfolk St.,86,2,Missouri,84
3/15/2012,2012,1,NE,17,1,Syracuse,72,16,UNC Asheville,65
3/15/2012,2012,1,NE,18,8,Kansas St.,70,9,Southern Miss,64
3/15/2012,2012,1,NE,19,5,Vanderbilt,79,12,Harvard,70
3/15/2012,2012,1,NE,20,4,Wisconsin,73,13,Montana,49
3/16/2012,2012,1,NE,21,6,Cincinnati,65,11,Texas,59
3/16/2012,2012,1,NE,22,3,Florida St.,66,14,St. Bonaventure,63
3/15/2012,2012,1,NE,23,7,Gonzaga,77,10,West Virginia,54
3/15/2012,2012,1,NE,24,2,Ohio St.,78,15,Loyola MD,59
3/16/2012,2012,1,SE,25,1,North Carolina,77,16,Vermont,58
3/16/2012,2012,1,SE,26,8,Creighton,58,9,Alabama,57
3/16/2012,2012,1,SE,27,12,South Florida,58,5,Temple,44
3/16/2012,2012,1,SE,28,13,Ohio,65,4,Michigan,60
3/16/2012,2012,1,SE,29,11,North Carolina St.,79,6,San Diego St.,65
3/16/2012,2012,1,SE,30,3,Georgetown,74,14,Belmont,59
3/16/2012,2012,1,SE,31,10,Purdue,72,7,Saint Mary's,69
3/16/2012,2012,1,SE,32,2,Kansas,65,15,Detroit,50
3/17/2012,2012,2,NW,33,1,Kentucky,87,8,Iowa St.,71
3/17/2012,2012,2,NW,34,4,Indiana,63,12,VCU,61
3/17/2012,2012,2,NW,35,3,Baylor,80,11,Colorado,63
3/18/2012,2012,2,NW,36,10,Xavier,70,15,Lehigh,58
3/18/2012,2012,2,SW,37,1,Michigan St.,65,9,Saint Louis,61
3/17/2012,2012,2,SW,38,4,Louisville,59,5,New Mexico,56
3/17/2012,2012,2,SW,39,3,Marquette,62,6,Murray St.,53
3/18/2012,2012,2,SW,40,7,Florida,84,15,Norfolk St.,50
3/17/2012,2012,2,NE,41,1,Syracuse,75,8,Kansas St.,59
3/17/2012,2012,2,NE,42,4,Wisconsin,60,5,Vanderbilt,57
3/18/2012,2012,2,NE,43,6,Cincinnati,62,3,Florida St.,56
3/17/2012,2012,2,NE,44,2,Ohio St.,73,7,Gonzaga,66
3/18/2012,2012,2,SE,45,1,North Carolina,87,8,Creighton,73
3/18/2012,2012,2,SE,46,13,Ohio,62,12,South Florida,56
3/18/2012,2012,2,SE,47,11,North Carolina St.,66,3,Georgetown,63
3/18/2012,2012,2,SE,48,2,Kansas,63,10,Purdue,60
3/23/2012,2012,3,NW,49,1,Kentucky,102,4,Indiana,90
3/23/2012,2012,3,NW,50,3,Baylor,75,10,Xavier,70
3/22/2012,2012,3,SW,51,4,Louisville,57,1,Michigan St.,44
3/22/2012,2012,3,SW,52,7,Florida,68,3,Marquette,58
3/22/2012,2012,3,NE,53,1,Syracuse,64,4,Wisconsin,63
3/22/2012,2012,3,NE,54,2,Ohio St.,81,6,Cincinnati,66
3/23/2012,2012,3,SE,55,1,North Carolina,73,13,Ohio,65
3/23/2012,2012,3,SE,56,2,Kansas,60,11,North Carolina St.,57
3/25/2012,2012,4,NW,57,1,Kentucky,82,3,Baylor,70
3/24/2012,2012,4,SW,58,4,Louisville,72,7,Florida,68
3/24/2012,2012,4,NE,59,2,Ohio St.,77,1,Syracuse,70
3/25/2012,2012,4,SE,60,2,Kansas,80,1,North Carolina,67
3/31/2012,2012,5,F4,61,1,Kentucky,69,4,Louisville,61
3/31/2012,2012,5,F4,62,2,Kansas,64,2,Ohio St.,62
4/2/2012,2012,6,Champ,63,1,Kentucky,67,2,Kansas,59
3/19/2013,2013,PI,PI,-4,16,North Carolina A&T,73,16,Liberty,72
3/19/2013,2013,PI,PI,-3,11,Saint Mary's,67,11,Middle Tennessee,54
3/20/2013,2013,PI,PI,-2,16,James Madison,68,16,LIU Brooklyn,55
3/20/2013,2013,PI,PI,-1,13,La Salle,80,13,Boise St.,71
3/21/2013,2013,1,NW,1,1,Louisville,79,16,North Carolina A&T,48
3/21/2013,2013,1,NW,2,8,Colorado St.,84,9,Missouri,72
3/21/2013,2013,1,NW,3,12,Oregon,68,5,Oklahoma St.,55
3/21/2013,2013,1,NW,4,4,Saint Louis,64,13,New Mexico St.,44
3/21/2013,2013,1,NW,5,6,Memphis,54,11,Saint Mary's,52
3/21/2013,2013,1,NW,6,3,Michigan St.,65,14,Valparaiso,54
3/22/2013,2013,1,NW,7,7,Creighton,67,10,Cincinnati,63
3/22/2013,2013,1,NW,8,2,Duke,73,15,Albany,61
3/21/2013,2013,1,SW,9,1,Gonzaga,64,16,Southern,58
3/21/2013,2013,1,SW,10,9,Wichita St.,73,8,Pittsburgh,55
3/22/2013,2013,1,SW,11,12,Mississippi,57,5,Wisconsin,46
3/22/2013,2013,1,SW,12,13,La Salle,63,4,Kansas St.,61
3/21/2013,2013,1,SW,13,6,Arizona,81,11,Belmont,64
3/21/2013,2013,1,SW,14,14,Harvard,68,3,New Mexico,62
3/22/2013,2013,1,SW,15,10,Iowa St.,76,7,Notre Dame,58
3/22/2013,2013,1,SW,16,2,Ohio St.,95,15,Iona,70
3/22/2013,2013,1,NE,17,1,Kansas,64,16,Western Kentucky,57
3/22/2013,2013,1,NE,18,8,North Carolina,78,9,Villanova,71
3/21/2013,2013,1,NE,19,5,VCU,88,12,Akron,42
3/21/2013,2013,1,NE,20,4,Michigan,71,13,South Dakota St.,56
3/22/2013,2013,1,NE,21,11,Minnesota,83,6,UCLA,63
3/22/2013,2013,1,NE,22,3,Florida,79,14,Northwestern St.,47
3/22/2013,2013,1,NE,23,7,San Diego St.,70,10,Oklahoma,55
3/22/2013,2013,1,NE,24,15,Florida Gulf Coast,78,2,Georgetown,68
3/22/2013,2013,1,SE,25,1,Indiana,83,16,James Madison,62
3/22/2013,2013,1,SE,26,9,Temple,76,8,North Carolina St.,72
3/21/2013,2013,1,SE,27,12,California,64,5,UNLV,61
3/21/2013,2013,1,SE,28,4,Syracuse,81,13,Montana,34
3/21/2013,2013,1,SE,29,6,Butler,68,11,Bucknell,56
3/21/2013,2013,1,SE,30,3,Marquette,59,14,Davidson,58
3/22/2013,2013,1,SE,31,7,Illinois,57,10,Colorado,49
3/22/2013,2013,1,SE,32,2,Miami FL,78,15,Pacific,49
3/23/2013,2013,2,NW,33,1,Louisville,82,8,Colorado St.,56
3/23/2013,2013,2,NW,34,12,Oregon,74,4,Saint Louis,57
3/23/2013,2013,2,NW,35,3,Michigan St.,70,6,Memphis,48
3/24/2013,2013,2,NW,36,2,Duke,66,7,Creighton,50
3/23/2013,2013,2,SW,37,9,Wichita St.,76,1,Gonzaga,70
3/24/2013,2013,2,SW,38,13,La Salle,76,12,Mississippi,74
3/23/2013,2013,2,SW,39,6,Arizona,74,14,Harvard,51
3/24/2013,2013,2,SW,40,2,Ohio St.,78,10,Iowa St.,75
3/24/2013,2013,2,NE,41,1,Kansas,70,8,North Carolina,58
3/23/2013,2013,2,NE,42,4,Michigan,78,5,VCU,53
3/24/2013,2013,2,NE,43,3,Florida,78,11,Minnesota,64
3/24/2013,2013,2,NE,44,15,Florida Gulf Coast,81,7,San Diego St.,71
3/24/2013,2013,2,SE,45,1,Indiana,58,9,Temple,52
3/23/2013,2013,2,SE,46,4,Syracuse,66,12,California,60
3/23/2013,2013,2,SE,47,3,Marquette,74,6,Butler,72
3/24/2013,2013,2,SE,48,2,Miami FL,63,7,Illinois,59
3/29/2013,2013,3,NW,49,1,Louisville,77,12,Oregon,69
3/29/2013,2013,3,NW,50,2,Duke,71,3,Michigan St.,61
3/28/2013,2013,3,SW,51,9,Wichita St.,72,13,La Salle,58
3/28/2013,2013,3,SW,52,2,Ohio St.,73,6,Arizona,70
3/29/2013,2013,3,NE,53,4,Michigan,87,1,Kansas,85
3/29/2013,2013,3,NE,54,3,Florida,62,15,Florida Gulf Coast,50
3/28/2013,2013,3,SE,55,4,Syracuse,61,1,Indiana,50
3/28/2013,2013,3,SE,56,3,Marquette,71,2,Miami FL,61
3/31/2013,2013,4,NW,57,1,Louisville,85,2,Duke,63
3/30/2013,2013,4,SW,58,9,Wichita St.,70,2,Ohio St.,66
3/31/2013,2013,4,NE,59,4,Michigan,79,3,Florida,59
3/30/2013,2013,4,SE,60,4,Syracuse,55,3,Marquette,39
4/6/2013,2013,5,F4,61,1,Louisville,72,9,Wichita St.,68
4/6/2013,2013,5,F4,62,4,Michigan,61,4,Syracuse,56
4/8/2013,2013,6,Champ,63,1,Louisville,82,4,Michigan,76
3/18/2014,2014,PI,PI,-4,16,Albany,71,16,Mount St. Mary's,64
3/18/2014,2014,PI,PI,-3,12,North Carolina St.,74,12,Xavier,59
3/19/2014,2014,PI,PI,-2,16,Cal Poly,81,16,Texas Southern,69
3/19/2014,2014,PI,PI,-1,11,Tennessee,78,11,Iowa,65
3/20/2014,2014,1,NW,1,1,Florida,67,16,Albany,55
3/20/2014,2014,1,NW,2,9,Pittsburgh,77,8,Colorado,48
3/21/2014,2014,1,NW,3,12,Stephen F. Austin,77,5,VCU,75
3/21/2014,2014,1,NW,4,4,UCLA,76,13,Tulsa,59
3/20/2014,2014,1,NW,5,11,Dayton,60,6,Ohio St.,59
3/20/2014,2014,1,NW,6,3,Syracuse,77,14,Western Michigan,53
3/21/2014,2014,1,NW,7,10,Stanford,58,7,New Mexico,53
3/21/2014,2014,1,NW,8,2,Kansas,80,15,Eastern Kentucky,69
3/21/2014,2014,1,SW,9,1,Virginia,70,16,Coastal Carolina,59
3/21/2014,2014,1,SW,10,8,Memphis,71,9,George Washington,66
3/20/2014,2014,1,SW,11,12,Harvard,61,5,Cincinnati,57
3/20/2014,2014,1,SW,12,4,Michigan St.,93,13,Delaware,78
3/21/2014,2014,1,SW,13,6,North Carolina,79,11,Providence,77
3/21/2014,2014,1,SW,14,3,Iowa St.,93,14,North Carolina Central,75
3/20/2014,2014,1,SW,15,7,Connecticut,89,10,Saint Joseph's,81
3/20/2014,2014,1,SW,16,2,Villanova,73,15,Milwaukee,53
3/21/2014,2014,1,NE,17,1,Arizona,68,16,Weber St.,59
3/21/2014,2014,1,NE,18,8,Gonzaga,85,9,Oklahoma St.,77
3/20/2014,2014,1,NE,19,12,North Dakota St.,80,5,Oklahoma,75
3/20/2014,2014,1,NE,20,4,San Diego St.,73,13,New Mexico St.,69
3/21/2014,2014,1,NE,21,6,Baylor,74,11,Nebraska,60
3/21/2014,2014,1,NE,22,3,Creighton,76,14,Lafayette,66
3/20/2014,2014,1,NE,23,7,Oregon,87,10,BYU,68
3/20/2014,2014,1,NE,24,2,Wisconsin,75,15,American,35
3/21/2014,2014,1,SE,25,1,Wichita St.,64,16,Cal Poly,37
3/21/2014,2014,1,SE,26,8,Kentucky,56,9,Kansas St.,49
3/20/2014,2014,1,SE,27,5,Saint Louis,83,12,North Carolina St.,80
3/20/2014,2014,1,SE,28,4,Louisville,71,13,Manhattan,64
3/21/2014,2014,1,SE,29,11,Tennessee,86,6,Massachusetts,67
3/21/2014,2014,1,SE,30,14,Mercer,78,3,Duke,71
3/20/2014,2014,1,SE,31,7,Texas,87,10,Arizona St.,85
3/20/2014,2014,1,SE,32,2,Michigan,57,15,Wofford,40
3/22/2014,2014,2,NW,33,1,Florida,61,9,Pittsburgh,45
3/23/2014,2014,2,NW,34,4,UCLA,77,12,Stephen F. Austin,60
3/22/2014,2014,2,NW,35,11,Dayton,55,3,Syracuse,53
3/23/2014,2014,2,NW,36,10,Stanford,60,2,Kansas,57
3/23/2014,2014,2,SW,37,1,Virginia,78,8,Memphis,60
3/22/2014,2014,2,SW,38,4,Michigan St.,80,12,Harvard,73
3/23/2014,2014,2,SW,39,3,Iowa St.,85,6,North Carolina,83
3/22/2014,2014,2,SW,40,7,Connecticut,77,2,Villanova,65
3/23/2014,2014,2,NE,41,1,Arizona,84,8,Gonzaga,61
