"","Date","Year","Round","Region","WSeed","Winner","wConf","WScore","W.AdjEM","LSeed","Loser","Lconf","LScore","AdjEM","Overtime"
"791","15-Mar-97",1997,"2","Southeast",1,"Kansas","B12",75,NA,8,"Purdue","B10",61,NA,""
"792","15-Mar-97",1997,"2","Southeast",4,"Arizona","P10",73,NA,12,"Charleston Southern","BSth",69,NA,""
"793","15-Mar-97",1997,"2","West",1,"Kentucky","SEC",75,NA,8,"Iowa","B10",69,NA,""
"794","15-Mar-97",1997,"2","West",4,"Saint Joseph's","A10",81,NA,5,"Boston College","BE",77,NA,"1 OT"
"795","15-Mar-97",1997,"2","Midwest",6,"Iowa St.","B12",67,NA,3,"Cincinnati","CUSA",66,NA,""
"796","15-Mar-97",1997,"2","East",5,"California","P10",75,NA,4,"Villanova","BE",68,NA,""
"797","16-Mar-97",1997,"2","Southeast",10,"Providence","BE",98,NA,2,"Duke","ACC",87,NA,""
"798","16-Mar-97",1997,"2","Southeast",14,"Chattanooga","SC",75,NA,6,"Illinois","B10",63,NA,""
"799","16-Mar-97",1997,"2","East",10,"Texas","B12",82,NA,15,"Coppin St.","MEAC",81,NA,""
"800","16-Mar-97",1997,"2","Midwest",1,"Minnesota","B10",76,NA,9,"Temple","A10",57,NA,""
"801","16-Mar-97",1997,"2","Midwest",4,"Clemson","ACC",65,NA,5,"Tulsa","WAC",59,NA,""
"802","16-Mar-97",1997,"2","West",2,"Utah","MWC",77,NA,7,"Charlotte","CUSA",58,NA,""
"803","16-Mar-97",1997,"2","East",6,"Louisville","CUSA",64,NA,3,"New Mexico","MWC",63,NA,""
"804","16-Mar-97",1997,"2","West",6,"Stanford","P10",72,NA,3,"Wake Forest","ACC",66,NA,""
"805","20-Mar-97",1997,"3","Midwest",1,"Minnesota","B10",90,NA,4,"Clemson","ACC",84,NA,"2 OT"
"806","20-Mar-97",1997,"3","Midwest",2,"UCLA","P10",74,NA,6,"Iowa St.","B12",73,NA,"1 OT"
"807","20-Mar-97",1997,"3","West",1,"Kentucky","SEC",83,NA,4,"Saint Joseph's","A10",68,NA,""
"808","20-Mar-97",1997,"3","West",2,"Utah","MWC",82,NA,6,"Stanford","P10",77,NA,"1 OT"
"809","21-Mar-97",1997,"3","East",1,"North Carolina","ACC",73,NA,5,"California","P10",67,NA,""
"810","21-Mar-97",1997,"3","East",6,"Louisville","CUSA",78,NA,10,"Texas","B12",63,NA,""
"811","21-Mar-97",1997,"3","Southeast",10,"Providence","BE",71,NA,14,"Chattanooga","SC",65,NA,""
"812","21-Mar-97",1997,"3","Southeast",4,"Arizona","P10",85,NA,1,"Kansas","B12",82,NA,""
"813","22-Mar-97",1997,"4","Midwest",1,"Minnesota","B10",80,NA,2,"UCLA","P10",72,NA,""
"814","22-Mar-97",1997,"4","West",1,"Kentucky","SEC",72,NA,2,"Utah","MWC",59,NA,""
"815","23-Mar-97",1997,"4","East",1,"North Carolina","ACC",97,NA,6,"Louisville","CUSA",74,NA,""
"816","23-Mar-97",1997,"4","Southeast",4,"Arizona","P10",96,NA,10,"Providence","BE",92,NA,"1 OT"
"817","29-Mar-97",1997,"5","Final Four",1,"Kentucky","SEC",78,NA,1,"Minnesota","B10",69,NA,""
"818","29-Mar-97",1997,"5","Final Four",4,"Arizona","P10",66,NA,1,"North Carolina","ACC",58,NA,""
"819","31-Mar-97",1997,"6","Championship",4,"Arizona","P10",84,NA,1,"Kentucky","SEC",79,NA,"1 OT"
"820","12-Mar-98",1998,"1","East",14,"Richmond","A10",62,NA,3,"South Carolina","SEC",61,NA,""
"821","12-Mar-98",1998,"1","East",11,"Washington","P10",69,NA,6,"Xavier","A10",68,NA,""
"822","12-Mar-98",1998,"1","East",1,"North Carolina","ACC",88,NA,16,"Navy","Pat",52,NA,""
"823","12-Mar-98",1998,"1","East",2,"Connecticut","BE",93,NA,15,"Fairleigh Dickinson","NEC",85,NA,""
"824","12-Mar-98",1998,"1","East",4,"Michigan St.","B10",83,NA,13,"Eastern Michigan","MAC",71,NA,""
"825","12-Mar-98",1998,"1","East",5,"Princeton","Ivy",69,NA,12,"UNLV","MWC",57,NA,""
"826","12-Mar-98",1998,"1","East",7,"Indiana","B10",94,NA,10,"Oklahoma","B12",87,NA,"1 OT"
"827","12-Mar-98",1998,"1","East",8,"Charlotte","CUSA",77,NA,9,"Illinois Chicago","Horz",62,NA,""
"828","12-Mar-98",1998,"1","West",1,"Arizona","P10",99,NA,16,"Nicholls St.","Slnd",60,NA,""
"829","12-Mar-98",1998,"1","West",2,"Cincinnati","CUSA",65,NA,15,"Northern Arizona","BSky",62,NA,""
"830","12-Mar-98",1998,"1","West",3,"Utah","MWC",85,NA,14,"San Francisco","WCC",68,NA,""
"831","12-Mar-98",1998,"1","West",4,"Maryland","ACC",82,NA,13,"Utah St.","BW",68,NA,""
"832","12-Mar-98",1998,"1","West",5,"Illinois","B10",64,NA,12,"South Alabama","SB",51,NA,""
"833","12-Mar-98",1998,"1","West",6,"Arkansas","SEC",74,NA,11,"Nebraska","B12",65,NA,""
"834","12-Mar-98",1998,"1","West",10,"West Virginia","BE",82,NA,7,"Temple","A10",52,NA,""
"835","12-Mar-98",1998,"1","West",9,"Illinois St.","MVC",82,NA,8,"Tennessee","SEC",81,NA,"1 OT"
"836","13-Mar-98",1998,"1","Midwest",13,"Valparaiso","MCon",70,NA,4,"Mississippi","SEC",69,NA,""
"837","13-Mar-98",1998,"1","Midwest",12,"Florida St.","ACC",96,NA,5,"TCU","CUSA",87,NA,""
"838","13-Mar-98",1998,"1","Midwest",11,"Western Michigan","MAC",75,NA,6,"Clemson","ACC",72,NA,""
"839","13-Mar-98",1998,"1","Midwest",1,"Kansas","B12",110,NA,16,"Prairie View A&M","SWAC",52,NA,""
"840","13-Mar-98",1998,"1","Midwest",2,"Purdue","B10",95,NA,15,"Delaware","CAA",56,NA,""
"841","13-Mar-98",1998,"1","Midwest",3,"Stanford","P10",67,NA,14,"Charleston Southern","BSth",57,NA,""
"842","13-Mar-98",1998,"1","Midwest",8,"Rhode Island","A10",97,NA,9,"Murray St.","OVC",74,NA,""
"843","13-Mar-98",1998,"1","South",1,"Duke","ACC",99,NA,16,"Radford","BSth",63,NA,""
"844","13-Mar-98",1998,"1","South",2,"Kentucky","SEC",82,NA,15,"South Carolina St.","MEAC",67,NA,""
"845","13-Mar-98",1998,"1","South",3,"Michigan","B10",80,NA,14,"Davidson","SC",61,NA,""
"846","13-Mar-98",1998,"1","South",4,"New Mexico","MWC",79,NA,13,"Butler","Horz",62,NA,""
"847","13-Mar-98",1998,"1","South",5,"Syracuse","BE",63,NA,12,"Iona","MAAC",61,NA,""
"848","13-Mar-98",1998,"1","South",6,"UCLA","P10",65,NA,11,"Miami FL","BE",62,NA,""
"849","13-Mar-98",1998,"1","South",8,"Oklahoma St.","B12",74,NA,9,"George Washington","A10",59,NA,""
"850","13-Mar-98",1998,"1","Midwest",10,"Detroit","Horz",66,NA,7,"St. John's","BE",64,NA,""
"851","13-Mar-98",1998,"1","South",10,"Saint Louis","CUSA",51,NA,7,"Massachusetts","A10",46,NA,""
"852","14-Mar-98",1998,"2","West",10,"West Virginia","BE",75,NA,2,"Cincinnati","CUSA",74,NA,""
"853","14-Mar-98",1998,"2","East",1,"North Carolina","ACC",93,NA,8,"Charlotte","CUSA",83,NA,"1 OT"
"854","14-Mar-98",1998,"2","East",2,"Connecticut","BE",78,NA,7,"Indiana","B10",68,NA,""
"855","14-Mar-98",1998,"2","East",4,"Michigan St.","B10",63,NA,5,"Princeton","Ivy",56,NA,""
"856","14-Mar-98",1998,"2","East",11,"Washington","P10",87,NA,14,"Richmond","A10",66,NA,""
"857","14-Mar-98",1998,"2","West",1,"Arizona","P10",82,NA,9,"Illinois St.","MVC",49,NA,""
"858","14-Mar-98",1998,"2","West",3,"Utah","MWC",75,NA,6,"Arkansas","SEC",69,NA,""
"859","14-Mar-98",1998,"2","West",4,"Maryland","ACC",67,NA,5,"Illinois","B10",61,NA,""
"860","15-Mar-98",1998,"2","Midwest",8,"Rhode Island","A10",80,NA,1,"Kansas","B12",75,NA,""
"861","15-Mar-98",1998,"2","Midwest",2,"Purdue","B10",80,NA,10,"Detroit","Horz",65,NA,""
"862","15-Mar-98",1998,"2","Midwest",3,"Stanford","P10",83,NA,11,"Western Michigan","MAC",65,NA,""
"863","15-Mar-98",1998,"2","South",1,"Duke","ACC",79,NA,8,"Oklahoma St.","B12",73,NA,""
"864","15-Mar-98",1998,"2","South",2,"Kentucky","SEC",88,NA,10,"Saint Louis","CUSA",61,NA,""
"865","15-Mar-98",1998,"2","South",6,"UCLA","P10",85,NA,3,"Michigan","B10",82,NA,""
"866","15-Mar-98",1998,"2","Midwest",13,"Valparaiso","MCon",83,NA,12,"Florida St.","ACC",77,NA,"1 OT"
"867","15-Mar-98",1998,"2","South",5,"Syracuse","BE",56,NA,4,"New Mexico","MWC",46,NA,""
"868","19-Mar-98",1998,"3","East",1,"North Carolina","ACC",73,NA,4,"Michigan St.","B10",58,NA,""
"869","19-Mar-98",1998,"3","East",2,"Connecticut","BE",75,NA,11,"Washington","P10",74,NA,""
"870","19-Mar-98",1998,"3","West",1,"Arizona","P10",87,NA,4,"Maryland","ACC",79,NA,""
"871","19-Mar-98",1998,"3","West",3,"Utah","MWC",65,NA,10,"West Virginia","BE",62,NA,""
"872","20-Mar-98",1998,"3","Midwest",8,"Rhode Island","A10",74,NA,13,"Valparaiso","MCon",68,NA,""
"873","20-Mar-98",1998,"3","South",1,"Duke","ACC",80,NA,5,"Syracuse","BE",67,NA,""
"874","20-Mar-98",1998,"3","South",2,"Kentucky","SEC",94,NA,6,"UCLA","P10",68,NA,""
"875","20-Mar-98",1998,"3","Midwest",3,"Stanford","P10",67,NA,2,"Purdue","B10",59,NA,""
"876","21-Mar-98",1998,"4","East",1,"North Carolina","ACC",75,NA,2,"Connecticut","BE",64,NA,""
"877","21-Mar-98",1998,"4","West",3,"Utah","MWC",76,NA,1,"Arizona","P10",51,NA,""
"878","22-Mar-98",1998,"4","Midwest",3,"Stanford","P10",79,NA,8,"Rhode Island","A10",77,NA,""
"879","22-Mar-98",1998,"4","South",2,"Kentucky","SEC",86,NA,1,"Duke","ACC",84,NA,""
"880","28-Mar-98",1998,"5","Final Four",2,"Kentucky","SEC",86,NA,3,"Stanford","P10",85,NA,"1 OT"
"881","28-Mar-98",1998,"5","Final Four",3,"Utah","MWC",65,NA,1,"North Carolina","ACC",59,NA,""
"882","30-Mar-98",1998,"6","Championship",2,"Kentucky","SEC",78,NA,3,"Utah","MWC",69,NA,""
"883","11-Mar-99",1999,"1","West",14,"Weber St.","BSky",76,NA,3,"North Carolina","ACC",74,NA,""
"884","11-Mar-99",1999,"1","South",12,"Detroit","Horz",56,NA,5,"UCLA","P10",53,NA,""
"885","11-Mar-99",1999,"1","South",1,"Auburn","SEC",80,NA,16,"Winthrop","BSth",41,NA,""
"886","11-Mar-99",1999,"1","South",2,"Maryland","ACC",82,NA,15,"Valparaiso","MCon",60,NA,""
"887","11-Mar-99",1999,"1","South",3,"St. John's","BE",69,NA,14,"Samford","ASun",43,NA,""
"888","11-Mar-99",1999,"1","South",4,"Ohio St.","B10",72,NA,13,"Murray St.","OVC",58,NA,""
"889","11-Mar-99",1999,"1","South",6,"Indiana","B10",108,NA,11,"George Washington","A10",88,NA,""
"890","11-Mar-99",1999,"1","West",1,"Connecticut","BE",91,NA,16,"UTSA","Slnd",66,NA,""
"891","11-Mar-99",1999,"1","West",2,"Stanford","P10",69,NA,15,"Alcorn St.","SWAC",57,NA,""
"892","11-Mar-99",1999,"1","West",4,"Arkansas","SEC",94,NA,13,"Siena","MAAC",80,NA,""
"893","11-Mar-99",1999,"1","West",5,"Iowa","B10",77,NA,12,"UAB","CUSA",64,NA,""
"894","11-Mar-99",1999,"1","West",6,"Florida","SEC",75,NA,11,"Penn","Ivy",61,NA,""
"895","11-Mar-99",1999,"1","South",10,"Creighton","MVC",62,NA,7,"Louisville","CUSA",58,NA,""
"896","11-Mar-99",1999,"1","West",10,"Gonzaga","WCC",75,NA,7,"Minnesota","B10",63,NA,""
"897","11-Mar-99",1999,"1","South",9,"Oklahoma St.","B12",69,NA,8,"Syracuse","BE",61,NA,""
"898","11-Mar-99",1999,"1","West",9,"New Mexico","MWC",61,NA,8,"Missouri","B12",59,NA,""
"899","12-Mar-99",1999,"1","Midwest",13,"Oklahoma","B12",61,NA,4,"Arizona","P10",60,NA,""
"900","12-Mar-99",1999,"1","East",12,"Missouri St.","MVC",43,NA,5,"Wisconsin","B10",32,NA,""
"901","12-Mar-99",1999,"1","East",1,"Duke","ACC",99,NA,16,"Florida A&M","MEAC",58,NA,""
"902","12-Mar-99",1999,"1","East",2,"Miami FL","BE",75,NA,15,"Lafayette","Pat",54,NA,""
"903","12-Mar-99",1999,"1","East",3,"Cincinnati","CUSA",72,NA,14,"George Mason","CAA",48,NA,""
"904","12-Mar-99",1999,"1","East",4,"Tennessee","SEC",62,NA,13,"Delaware","CAA",52,NA,""
"905","12-Mar-99",1999,"1","East",6,"Temple","A10",61,NA,11,"Kent St.","MAC",54,NA,""
"906","12-Mar-99",1999,"1","Midwest",1,"Michigan St.","B10",76,NA,16,"Mount St. Mary's","NEC",53,NA,""
"907","12-Mar-99",1999,"1","Midwest",2,"Utah","MWC",80,NA,15,"Arkansas St.","SB",58,NA,""
"908","12-Mar-99",1999,"1","Midwest",3,"Kentucky","SEC",82,NA,14,"New Mexico St.","SB",60,NA,""
"909","12-Mar-99",1999,"1","Midwest",5,"Charlotte","CUSA",81,NA,12,"Rhode Island","A10",70,NA,"1 OT"
"910","12-Mar-99",1999,"1","Midwest",6,"Kansas","B12",95,NA,11,"Evansville","MVC",74,NA,""
"911","12-Mar-99",1999,"1","East",10,"Purdue","B10",58,NA,7,"Texas","B12",54,NA,""
"912","12-Mar-99",1999,"1","Midwest",10,"Miami OH","MAC",59,NA,7,"Washington","P10",58,NA,""
"913","12-Mar-99",1999,"1","East",9,"Tulsa","WAC",62,NA,8,"Charleston Southern","BSth",53,NA,""
"914","12-Mar-99",1999,"1","Midwest",9,"Mississippi","SEC",72,NA,8,"Villanova","BE",70,NA,""
"915","13-Mar-99",1999,"2","West",10,"Gonzaga","WCC",82,NA,2,"Stanford","P10",74,NA,""
"916","13-Mar-99",1999,"2","South",1,"Auburn","SEC",81,NA,9,"Oklahoma St.","B12",74,NA,""
"917","13-Mar-99",1999,"2","South",2,"Maryland","ACC",75,NA,10,"Creighton","MVC",63,NA,""
"918","13-Mar-99",1999,"2","South",3,"St. John's","BE",86,NA,6,"Indiana","B10",61,NA,""
"919","13-Mar-99",1999,"2","South",4,"Ohio St.","B10",75,NA,12,"Detroit","Horz",44,NA,""
"920","13-Mar-99",1999,"2","West",1,"Connecticut","BE",78,NA,9,"New Mexico","MWC",56,NA,""
"921","13-Mar-99",1999,"2","West",6,"Florida","SEC",82,NA,14,"Weber St.","BSky",74,NA,"1 OT"
"922","13-Mar-99",1999,"2","West",5,"Iowa","B10",82,NA,4,"Arkansas","SEC",72,NA,""
"923","14-Mar-99",1999,"2","East",10,"Purdue","B10",73,NA,2,"Miami FL","BE",63,NA,""
"924","14-Mar-99",1999,"2","East",12,"Missouri St.","MVC",81,NA,4,"Tennessee","SEC",51,NA,""
"925","14-Mar-99",1999,"2","Midwest",10,"Miami OH","MAC",66,NA,2,"Utah","MWC",58,NA,""
"926","14-Mar-99",1999,"2","Midwest",13,"Oklahoma","B12",85,NA,5,"Charlotte","CUSA",72,NA,""
"927","14-Mar-99",1999,"2","East",1,"Duke","ACC",97,NA,9,"Tulsa","WAC",56,NA,""
"928","14-Mar-99",1999,"2","Midwest",1,"Michigan St.","B10",74,NA,9,"Mississippi","SEC",66,NA,""
"929","14-Mar-99",1999,"2","Midwest",3,"Kentucky","SEC",92,NA,6,"Kansas","B12",88,NA,"1 OT"
"930","14-Mar-99",1999,"2","East",6,"Temple","A10",64,NA,3,"Cincinnati","CUSA",54,NA,""
"931","18-Mar-99",1999,"3","West",1,"Connecticut","BE",78,NA,5,"Iowa","B10",68,NA,""
"932","18-Mar-99",1999,"3","West",10,"Gonzaga","WCC",73,NA,6,"Florida","SEC",72,NA,""
"933","18-Mar-99",1999,"3","South",4,"Ohio St.","B10",72,NA,1,"Auburn","SEC",64,NA,""
"934","18-Mar-99",1999,"3","South",3,"St. John's","BE",76,NA,2,"Maryland","ACC",62,NA,""
"935","19-Mar-99",1999,"3","East",1,"Duke","ACC",78,NA,12,"Missouri St.","MVC",61,NA,""
"936","19-Mar-99",1999,"3","East",6,"Temple","A10",77,NA,10,"Purdue","B10",55,NA,""
"937","19-Mar-99",1999,"3","Midwest",1,"Michigan St.","B10",54,NA,13,"Oklahoma","B12",46,NA,""
"938","19-Mar-99",1999,"3","Midwest",3,"Kentucky","SEC",58,NA,10,"Miami OH","MAC",43,NA,""
"939","20-Mar-99",1999,"4","West",1,"Connecticut","BE",67,NA,10,"Gonzaga","WCC",62,NA,""
"940","20-Mar-99",1999,"4","South",4,"Ohio St.","B10",77,NA,3,"St. John's","BE",74,NA,""
"941","21-Mar-99",1999,"4","East",1,"Duke","ACC",85,NA,6,"Temple","A10",64,NA,""
"942","21-Mar-99",1999,"4","Midwest",1,"Michigan St.","B10",73,NA,3,"Kentucky","SEC",66,NA,""
"943","27-Mar-99",1999,"5","Final Four",1,"Duke","ACC",68,NA,1,"Michigan St.","B10",62,NA,""
"944","27-Mar-99",1999,"5","Final Four",1,"Connecticut","BE",64,NA,4,"Ohio St.","B10",58,NA,""
"945","29-Mar-99",1999,"6","Championship",1,"Connecticut","BE",77,NA,1,"Duke","ACC",74,NA,""
"946","16-Mar-00",2000,"1","Midwest",1,"Michigan St.","B10",65,NA,16,"Valparaiso","MCon",38,NA,""
"947","16-Mar-00",2000,"1","Midwest",2,"Iowa St.","B12",88,NA,15,"Central Connecticut","NEC",78,NA,""
"948","16-Mar-00",2000,"1","Midwest",3,"Maryland","ACC",74,NA,14,"Iona","MAAC",59,NA,""
"949","16-Mar-00",2000,"1","Midwest",4,"Syracuse","BE",79,NA,13,"Samford","ASun",65,NA,""
"950","16-Mar-00",2000,"1","Midwest",5,"Kentucky","SEC",85,NA,12,"St. Bonaventure","A10",80,NA,"2 OT"
"951","16-Mar-00",2000,"1","Midwest",6,"UCLA","P10",65,NA,11,"Ball St.","MAC",57,NA,""
"952","16-Mar-00",2000,"1","Midwest",7,"Auburn","SEC",72,NA,10,"Creighton","MVC",69,NA,""
"953","16-Mar-00",2000,"1","Midwest",8,"Utah","MWC",48,NA,9,"Saint Louis","CUSA",45,NA,""
"954","16-Mar-00",2000,"1","West",1,"Arizona","P10",71,NA,16,"Jackson St.","SWAC",47,NA,""
"955","16-Mar-00",2000,"1","West",2,"St. John's","BE",61,NA,15,"Northern Arizona","BSky",56,NA,""
"956","16-Mar-00",2000,"1","West",3,"Oklahoma","B12",74,NA,14,"Winthrop","BSth",60,NA,""
"957","16-Mar-00",2000,"1","West",4,"LSU","SEC",64,NA,13,"Southeast Missouri St.","OVC",61,NA,""
"958","16-Mar-00",2000,"1","West",5,"Texas","B12",77,NA,12,"Indiana St.","MVC",61,NA,""
"959","16-Mar-00",2000,"1","West",6,"Purdue","B10",62,NA,11,"Dayton","A10",61,NA,""
"960","16-Mar-00",2000,"1","West",8,"Wisconsin","B10",66,NA,9,"Fresno St.","WAC",56,NA,""
"961","16-Mar-00",2000,"1","West",10,"Gonzaga","WCC",77,NA,7,"Louisville","CUSA",66,NA,""
"962","17-Mar-00",2000,"1","East",11,"Pepperdine","WCC",77,NA,6,"Indiana","B10",57,NA,""
"963","17-Mar-00",2000,"1","East",1,"Duke","ACC",82,NA,16,"Lamar","Slnd",55,NA,""
"964","17-Mar-00",2000,"1","East",2,"Temple","A10",73,NA,15,"Lafayette","Pat",47,NA,""
"965","17-Mar-00",2000,"1","East",3,"Oklahoma St.","B12",86,NA,14,"Hofstra","CAA",66,NA,""
"966","17-Mar-00",2000,"1","East",4,"Illinois","B10",68,NA,13,"Penn","Ivy",58,NA,""
"967","17-Mar-00",2000,"1","East",5,"Florida","SEC",69,NA,12,"Butler","Horz",68,NA,"1 OT"
"968","17-Mar-00",2000,"1","East",8,"Kansas","B12",81,NA,9,"DePaul","CUSA",77,NA,"1 OT"
"969","17-Mar-00",2000,"1","South",1,"Stanford","P10",84,NA,16,"South Carolina St.","MEAC",65,NA,""
"970","17-Mar-00",2000,"1","South",2,"Cincinnati","CUSA",64,NA,15,"UNC Wilmington","CAA",47,NA,""
"971","17-Mar-00",2000,"1","South",3,"Ohio St.","B10",87,NA,14,"Appalachian St.","SC",61,NA,""
"972","17-Mar-00",2000,"1","South",4,"Tennessee","SEC",63,NA,13,"Lafayette","Pat",58,NA,""
"973","17-Mar-00",2000,"1","South",5,"Connecticut","BE",75,NA,12,"Utah St.","BW",67,NA,""
"974","17-Mar-00",2000,"1","South",6,"Miami FL","BE",75,NA,11,"Arkansas","SEC",71,NA,""
"975","17-Mar-00",2000,"1","South",7,"Tulsa","WAC",89,NA,10,"UNLV","MWC",62,NA,""
"976","17-Mar-00",2000,"1","South",8,"North Carolina","ACC",84,NA,9,"Missouri","B12",70,NA,""
"977","17-Mar-00",2000,"1","East",10,"Seton Hall","BE",72,NA,7,"Oregon","P10",71,NA,"1 OT"
"978","18-Mar-00",2000,"2","West",10,"Gonzaga","WCC",82,NA,2,"St. John's","BE",76,NA,""
"979","18-Mar-00",2000,"2","West",8,"Wisconsin","B10",66,NA,1,"Arizona","P10",59,NA,""
"980","18-Mar-00",2000,"2","Midwest",1,"Michigan St.","B10",73,NA,8,"Utah","MWC",61,NA,""
"981","18-Mar-00",2000,"2","Midwest",2,"Iowa St.","B12",79,NA,7,"Auburn","SEC",60,NA,""
"982","18-Mar-00",2000,"2","Midwest",4,"Syracuse","BE",52,NA,5,"Kentucky","SEC",50,NA,""
"983","18-Mar-00",2000,"2","West",4,"LSU","SEC",72,NA,5,"Texas","B12",67,NA,""
"984","18-Mar-00",2000,"2","Midwest",6,"UCLA","P10",105,NA,3,"Maryland","ACC",70,NA,""
"985","18-Mar-00",2000,"2","West",6,"Purdue","B10",66,NA,3,"Oklahoma","B12",62,NA,""
"986","19-Mar-00",2000,"2","East",10,"Seton Hall","BE",67,NA,2,"Temple","A10",65,NA,"1 OT"
"987","19-Mar-00",2000,"2","South",8,"North Carolina","ACC",60,NA,1,"Stanford","P10",53,NA,""
"988","19-Mar-00",2000,"2","South",7,"Tulsa","WAC",69,NA,2,"Cincinnati","CUSA",61,NA,""
"989","19-Mar-00",2000,"2","East",1,"Duke","ACC",69,NA,8,"Kansas","B12",64,NA,""
"990","19-Mar-00",2000,"2","East",3,"Oklahoma St.","B12",75,NA,11,"Pepperdine","WCC",67,NA,""
"991","19-Mar-00",2000,"2","South",4,"Tennessee","SEC",65,NA,5,"Connecticut","BE",51,NA,""
"992","19-Mar-00",2000,"2","South",6,"Miami FL","BE",75,NA,3,"Ohio St.","B10",62,NA,""
"993","19-Mar-00",2000,"2","East",5,"Florida","SEC",93,NA,4,"Illinois","B10",76,NA,""
"994","23-Mar-00",2000,"3","Midwest",1,"Michigan St.","B10",75,NA,4,"Syracuse","BE",58,NA,""
"995","23-Mar-00",2000,"3","Midwest",2,"Iowa St.","B12",80,NA,6,"UCLA","P10",56,NA,""
"996","23-Mar-00",2000,"3","West",6,"Purdue","B10",75,NA,10,"Gonzaga","WCC",66,NA,""
"997","23-Mar-00",2000,"3","West",8,"Wisconsin","B10",61,NA,4,"LSU","SEC",48,NA,""
"998","24-Mar-00",2000,"3","East",3,"Oklahoma St.","B12",68,NA,10,"Seton Hall","BE",66,NA,""
"999","24-Mar-00",2000,"3","East",5,"Florida","SEC",87,NA,1,"Duke","ACC",78,NA,""
"1000","24-Mar-00",2000,"3","South",8,"North Carolina","ACC",74,NA,4,"Tennessee","SEC",69,NA,""
"1001","24-Mar-00",2000,"3","South",7,"Tulsa","WAC",80,NA,6,"Miami FL","BE",71,NA,""
"1002","25-Mar-00",2000,"4","Midwest",1,"Michigan St.","B10",75,NA,2,"Iowa St.","B12",64,NA,""
"1003","25-Mar-00",2000,"4","West",8,"Wisconsin","B10",64,NA,6,"Purdue","B10",60,NA,""
"1004","26-Mar-00",2000,"4","East",5,"Florida","SEC",77,NA,3,"Oklahoma St.","B12",65,NA,""
"1005","26-Mar-00",2000,"4","South",8,"North Carolina","ACC",59,NA,7,"Tulsa","WAC",55,NA,""
"1006","1-Apr-00",2000,"5","Final Four",1,"Michigan St.","B10",53,NA,8,"Wisconsin","B10",41,NA,""
"1007","1-Apr-00",2000,"5","Final Four",5,"Florida","SEC",71,NA,8,"North Carolina","ACC",59,NA,""
"1008","3-Apr-00",2000,"6","Championship",1,"Michigan St.","B10",89,NA,5,"Florida","SEC",76,NA,""
"1009","13-Mar-01",2001,"PI","Midwest",16,"Northwestern St.","Slnd",71,NA,16,"Winthrop","BSth",67,NA,""
"1010","15-Mar-01",2001,"1","West",15,"Hampton","MEAC",58,NA,2,"Iowa St.","B12",57,NA,""
"1011","15-Mar-01",2001,"1","West",13,"Kent St.","MAC",77,NA,4,"Indiana","B10",73,NA,""
"1012","15-Mar-01",2001,"1","East",12,"Utah St.","BW",77,NA,5,"Ohio St.","B10",68,NA,"1 OT"
"1013","15-Mar-01",2001,"1","West",11,"Georgia St.","ASun",50,NA,6,"Wisconsin","B10",49,NA,"1 OT"
"1014","15-Mar-01",2001,"1","East",1,"Duke","ACC",95,NA,16,"Monmouth","NEC",52,NA,""
"1015","15-Mar-01",2001,"1","East",2,"Kentucky","SEC",72,NA,15,"Holy Cross","Pat",68,NA,""
"1016","15-Mar-01",2001,"1","East",3,"Boston College","BE",68,NA,14,"Southern Utah","MCon",65,NA,""
"1017","15-Mar-01",2001,"1","East",4,"UCLA","P10",61,NA,13,"Hofstra","CAA",48,NA,""
"1018","15-Mar-01",2001,"1","East",6,"USC","P10",69,NA,11,"Oklahoma St.","B12",54,NA,""
"1019","15-Mar-01",2001,"1","East",7,"Iowa","B10",69,NA,10,"Creighton","MVC",56,NA,""
"1020","15-Mar-01",2001,"1","West",1,"Stanford","P10",89,NA,16,"UNC Greensboro","SC",60,NA,""
"1021","15-Mar-01",2001,"1","West",3,"Maryland","ACC",83,NA,14,"George Mason","CAA",80,NA,""
"1022","15-Mar-01",2001,"1","West",5,"Cincinnati","CUSA",84,NA,12,"BYU","MWC",59,NA,""
"1023","15-Mar-01",2001,"1","West",10,"Georgetown","BE",63,NA,7,"Arkansas","SEC",61,NA,""
"1024","15-Mar-01",2001,"1","East",9,"Missouri","B12",70,NA,8,"Georgia","SEC",68,NA,""
"1025","15-Mar-01",2001,"1","West",9,"Saint Joseph's","A10",66,NA,8,"Georgia Tech","ACC",62,NA,""
"1026","16-Mar-01",2001,"1","South",13,"Indiana St.","MVC",70,NA,4,"Oklahoma","B12",68,NA,"1 OT"
"1027","16-Mar-01",2001,"1","South",12,"Gonzaga","WCC",86,NA,5,"Virginia","ACC",85,NA,""
"1028","16-Mar-01",2001,"1","South",11,"Temple","A10",79,NA,6,"Texas","B12",65,NA,""
"1029","16-Mar-01",2001,"1","Midwest",1,"Illinois","B10",96,NA,16,"Northwestern St.","Slnd",54,NA,""
"1030","16-Mar-01",2001,"1","Midwest",2,"Arizona","P10",101,NA,15,"Eastern Illinois","OVC",76,NA,""
"1031","16-Mar-01",2001,"1","Midwest",3,"Mississippi","SEC",72,NA,14,"Iona","MAAC",70,NA,""
"1032","16-Mar-01",2001,"1","Midwest",4,"Kansas","B12",99,NA,13,"Cal St. Northridge","BW",75,NA,""
"1033","16-Mar-01",2001,"1","Midwest",5,"Syracuse","BE",79,NA,12,"Hawaii","WAC",69,NA,""
