Year,Round,Fseed,Favored,Fscore,Useed,Underdog,Uscore,Winner,PAKE.d,PASE.d,G.d,W.d,L.d,W.L..d,SRS.d,SOS.d,CW.d,CL.d,HW.d,HL.d,CW2.d,CL3.d,TmP.d,OppP.d,MP.d,FG.d,FGA.d,FG..d,X3P.d,X3PA.d,X3P..d,FT.d,FTA.d,FT..d,ORB.d,TRB.d,AST.d,STL.d,BLK.d,TOV.d,PF.d,AdjEM.d,AdjO.d,AdjD.d,AdjT.d,Luck.d,SoS.AdjEM.d,OppO.d,OppD.d,NCSOS.AdjEM.d
2003,1,4,Illinois,65,13,Western Kentucky,60,Illinois,-2.7,-1,-1,1,-2,0.054,12.11,5.36,-1,3,-1,0,-1,-1,-42,-224,,-1,-73,0.018,-20,-59,0.002,-20,-89,0.065,-106,-53,102,-7,-20,-79,-10,12.72,5.2,-7.6,0.6,-0.064,6.2,2.7,-3.5,-6.27
2003,1,5,Notre Dame,70,12,Milwaukee,69,Notre Dame,-1.6,-2.7,2,0,2,-0.044,9.61,8.62,-3,3,2,2,-5,-1,226,186,,43,200,-0.025,37,40,0.031,103,75,0.068,8,202,16,-35,75,-29,-98,7.34,7.5,0.2,-2,-0.016,8.95,2.6,-6.5,2.73
2003,1,7,Memphis,71,10,Arizona St.,84,Arizona St.,2.2,0.7,-2,3,-5,0.142,-1.78,-4,2,-4,2,-1,3,-2,-232,-264,,-99,-29,-0.047,79,206,0.02,-113,-147,-0.02,14,41,-13,43,13,-25,-63,0.23,-3,-3.3,1.4,0.019,-3.91,-3,0.9,-2.1
2003,1,9,Gonzaga,74,8,Cincinnati,69,Gonzaga,9.6,9,4,7,-3,0.141,-0.64,-3.65,3,-5,-2,-1,6,-4,604,483,,195,190,0.064,42,62,0.032,172,209,0.034,28,204,163,66,-9,167,63,0.89,8.2,7.4,0.5,0.045,-3.4,-2.6,0.8,2.18
2003,1,5,Mississippi St.,46,12,Butler,47,Butler,-13.1,-15,-2,-6,4,-0.141,8.54,5.77,-5,5,0,2,-6,1,-78,-134,,20,63,-0.006,-101,-192,-0.051,-17,10,-0.045,113,225,25,61,57,126,-38,5.44,-8,-13.5,6.2,-0.133,4.75,2.4,-2.4,-4.46
2003,1,2,Wake Forest,76,15,East Tennessee St.,73,Wake Forest,-2.6,-3.6,0,5,-5,0.161,17.86,9.9,2,-2,6,-2,2,-4,-131,-230,,-94,-155,-0.012,24,86,-0.011,33,22,0.021,22,91,-7,-153,-13,-86,-12,18.12,13.2,-5,-7.5,0.037,9.63,3.7,-5.9,-8.6
2003,1,3,Syracuse,76,14,Manhattan,65,Syracuse,7.8,5.9,5,7,-2,0.09,13.24,11.01,-1,-1,10,-2,-6,0,511,394,180,246,416,0.028,20,60,-0.002,-1,95,-0.094,136,393,105,23,132,71,-58,13.24,8.9,-4.3,2.9,0.069,12.03,4.9,-7.1,-6.15
2003,1,4,Louisville,86,13,Austin Peay,64,Louisville,1.4,4,1,2,-1,0.039,20.65,8.82,-2,2,2,2,2,-4,408,96,,144,302,0.003,80,199,0.015,40,51,0.006,103,136,105,12,5,-50,158,20.1,15.1,-5,8.1,-0.2,7.77,1.2,-6.5,-1.4
2003,1,6,Oklahoma St.,77,11,Penn,63,Oklahoma St.,-0.3,-0.8,4,0,4,-0.098,6.18,9.91,-4,6,2,0,-4,2,266,323,160,132,352,-0.018,-94,-112,-0.096,96,196,-0.059,143,249,-10,87,112,104,144,4.32,-4.4,-8.7,3.4,-0.032,10.61,5.9,-4.7,-4.66
2003,1,1,Kentucky,95,16,IUPUI,64,Kentucky,8.8,9.2,2,12,-10,0.301,24.9,11.13,6,-4,3,-2,2,-7,359,-97,,193,247,0.039,-7,-41,0.013,-20,-32,0.004,56,206,117,-8,115,-46,-29,28.72,13.6,-15.1,0.7,-0.02,13.39,6,-7.4,3.98
2003,1,2,Pittsburgh,87,15,Wagner,61,Pittsburgh,-6.7,-5.6,1,7,-6,0.192,24.82,12.27,-1,-1,2,-1,0,-5,70,-347,,28,-75,0.036,-17,-17,-0.018,31,132,-0.087,-12,105,75,32,45,2,25,29.77,10.1,-19.7,-2.9,-0.072,14.53,6.6,-7.9,-10.63
2003,1,10,Alabama,62,7,Indiana,67,Indiana,-0.2,-0.7,-5,-4,-1,-0.032,0.73,-0.41,-1,1,2,1,-1,-1,-374,-393,-210,-93,-198,-0.006,-71,-159,-0.027,-117,-158,-0.005,2,-155,-118,41,-63,-12,-86,0.12,-3.1,-3.2,1.6,-0.065,-0.94,-0.6,0.3,-6.98
2003,1,1,Texas,82,16,UNC Asheville,61,Texas,-3.8,-3.3,1,11,-10,0.319,32.1,14.88,6,-4,4,-2,3,-10,298,-214,,115,207,0.013,-16,-36,-0.006,84,153,-0.04,138,244,48,-24,22,-83,59,35.84,18.1,-17.7,1.4,-0.128,16.81,8.8,-8,-9.45
2003,1,2,Florida,85,15,Sam Houston St.,55,Florida,8.9,11.5,3,2,1,-0.009,20.19,14.63,-5,1,-1,1,1,-2,299,177,,132,220,0.017,93,193,0.032,-58,-81,-0.002,14,38,40,-3,-43,-37,-19,21.32,15,-6.2,-2.2,-0.08,15.71,8.9,-6.8,1.1
2003,1,3,Xavier,71,14,Troy,59,Xavier,4.1,3.5,0,0,0,0,13.22,9.41,1,-1,4,0,-2,-1,-74,-147,,-64,-219,0.016,-106,-345,0.02,160,166,0.06,-26,-26,28,-137,-71,-28,-31,,,,,,,,,
2003,1,6,Maryland,75,11,UNC Wilmington,73,Maryland,4.3,4.1,0,-3,3,-0.097,12.04,10.36,-4,2,3,1,-6,0,258,206,0,100,193,0.005,-12,-58,0.018,70,82,0.021,100,219,117,39,140,79,16,7.38,1.4,-6,7.4,-0.047,10.7,7.4,-3.3,-4.48
2003,1,7,Michigan St.,79,10,Colorado,64,Michigan St.,12.8,16.2,3,2,1,0.004,3.3,1.71,1,-1,0,1,0,-3,-38,-108,,-57,-166,0.009,20,-10,0.049,56,8,0.066,-88,-125,50,21,-93,55,139,4.99,1,-3.9,-6.3,-0.051,1.09,0.4,-0.6,2.98
2003,1,7,Saint Joseph's,63,10,Auburn,65,Auburn,-5.2,-5.6,-4,1,-5,0.12,1.93,-4.63,4,-4,-2,-3,5,0,-297,-451,,-154,-253,-0.022,41,85,0.017,-30,-70,0.026,-78,-140,-40,-52,-10,-154,2,7.12,1.3,-5.8,-2.5,-0.1,-3.62,-1,2.6,10.51
2003,1,8,Oregon,58,9,Utah,60,Utah,8,7.3,0,-2,2,-0.061,3.05,0.86,-1,5,-1,1,-2,2,498,436,-5,177,360,0.007,55,133,0.005,89,65,0.063,44,97,140,100,-33,77,34,0.21,4.8,4.5,9.1,-0.037,-0.01,-1.6,-1.7,-6
2003,1,8,LSU,56,9,Purdue,80,Purdue,-0.3,-2,2,2,0,0.023,0.13,-2.59,-2,2,2,1,-1,0,170,70,,136,129,0.045,58,104,0.041,-160,-124,-0.106,34,109,155,39,47,33,-74,0.73,4,3.2,-1.8,-0.023,-3.26,-2.8,0.6,-13.23
2003,2,1,Oklahoma,74,8,California,65,Oklahoma,1.7,0.3,3,5,-2,0.084,7.09,0.95,-1,-1,2,0,-2,-1,91,-130,,6,93,-0.02,52,108,0.018,27,28,0.012,64,156,-5,34,36,-21,86,9.42,2.2,-7.2,-3.2,-0.027,1.95,0,-1.9,-2.62
2003,2,3,Marquette,101,6,Missouri,92,Marquette,0.2,-0.3,0,5,-5,0.151,1.41,-2.87,5,-5,1,0,4,-4,200,59,,31,-88,0.038,-50,-191,0.037,188,159,0.109,50,-93,81,13,-27,-19,60,3.98,9,5,-1.2,0.027,-3.21,-1,2.3,-4.42
2003,2,5,Wisconsin,61,13,Tulsa,60,Wisconsin,2,4.6,-1,1,-2,0.053,7.07,4.22,0,-2,2,-2,0,-1,-173,-256,,-79,-161,-0.002,-16,-28,-0.01,1,0,0.002,-39,-176,-65,-21,-71,-133,-87,9.03,6.5,-2.5,-5.5,0.037,5.41,3.4,-2.1,-5.17
2003,2,1,Arizona,96,9,Gonzaga,95,Arizona,0.5,-0.3,-1,4,-5,0.148,11.16,5.15,5,-1,3,-1,2,-2,167,-17,-45,111,268,-0.007,-11,10,-0.023,-44,-45,-0.015,85,140,49,56,20,-6,-60,11.22,2.4,-8.9,5.8,0.014,4.77,3.2,-1.6,2.36
2003,2,2,Kansas,108,10,Arizona St.,76,Kansas,5.9,0.7,6,10,-4,0.164,9.99,1.26,3,-5,3,-2,3,-4,677,284,,296,555,0.012,52,142,0.011,33,74,-0.018,116,427,147,200,53,125,7,12.13,1.1,-11,5.3,-0.003,3.1,2.2,-0.9,0.64
2003,2,3,Duke,86,11,Central Michigan,60,Duke,-2.3,-5.5,1,1,0,0.007,13.01,6.59,-3,1,3,-1,-6,1,124,-48,50,33,267,-0.051,20,98,-0.027,38,108,-0.05,84,127,-60,49,58,-115,40,13.74,5.5,-8.1,-1,-0.167,6.79,2.8,-4,-2.22
2003,2,5,Connecticut,85,4,Stanford,74,Connecticut,15.1,16.6,0,-1,1,-0.03,2.59,-0.74,-4,2,0,-1,-2,3,231,121,0,113,132,0.027,-35,-140,0.03,40,60,-0.001,37,128,20,15,136,37,-14,4.97,1.8,-3.2,5.6,-0.061,1.49,1.1,-0.3,-7.23
2003,2,4,Illinois,60,5,Notre Dame,68,Notre Dame,-1.6,1.3,-2,1,-3,0.075,2.5,-2.67,1,-1,1,-2,0,1,-304,-454,-95,-58,-262,0.033,-50,-99,-0.019,-138,-153,-0.036,-73,-170,17,-21,-89,-28,47,4.16,-3.3,-7.5,-1.4,-0.038,-3.72,-1.6,2.2,-7.96
2003,2,2,Wake Forest,62,10,Auburn,68,Auburn,-7,-8,-3,3,-6,0.159,4.28,-1.38,5,-5,4,-4,3,-1,4,-133,,-74,-112,-0.012,-7,-13,-0.005,159,128,0.092,42,92,-16,-68,-33,-66,17,6.24,6.8,0.5,1.1,0.022,-0.39,-0.2,0.2,0.91
2003,2,4,Louisville,71,12,Butler,79,Butler,-8.1,-7.3,-1,-2,1,-0.037,10.7,4.61,-3,3,3,2,-2,-2,383,211,,116,295,-0.012,-2,53,-0.03,153,237,-0.023,181,297,109,30,89,73,197,6.66,0.4,-6.3,13.9,-0.102,2.7,0.9,-1.8,4.17
2003,2,2,Florida,46,7,Michigan St.,68,Michigan St.,-2.6,-2.7,-2,3,-5,0.129,2.42,-1.96,2,-2,1,-1,5,-3,117,-15,-70,71,61,0.024,108,258,0.015,-133,-154,-0.032,-21,-77,68,32,10,-64,-148,1.88,6.4,4.5,1.4,0.058,-1.81,-1.4,0.4,-4.1
2003,2,3,Syracuse,68,6,Oklahoma St.,56,Syracuse,10.3,8.7,3,8,-5,0.169,4.4,0.56,3,-3,4,-2,0,-2,561,431,120,220,362,0.027,29,44,0.027,92,87,0.044,81,250,115,12,76,20,-52,5.61,8.5,2.9,4.3,0.08,1.24,0.3,-0.9,-2.46
2003,2,1,Kentucky,74,9,Utah,54,Kentucky,10.2,10.8,3,7,-4,0.131,11.47,4.08,5,-3,-3,0,2,-3,591,318,,269,423,0.037,-28,-35,-0.025,81,122,-0.007,127,231,147,118,52,74,-33,15.14,9.9,-5.2,5.6,-0.018,5.96,1.9,-4.1,5.22
2003,2,2,Pittsburgh,74,7,Indiana,52,Pittsburgh,-6.7,-5.8,-1,7,-8,0.23,8.86,-4.02,5,-5,5,-1,5,-5,97,-325,,105,-85,0.08,-46,-155,0.015,-67,-12,-0.078,-18,-31,119,125,-41,92,-22,14.13,1.4,-12.7,1,-0.073,-3.41,-1.7,1.6,-17.53
2003,2,1,Texas,77,9,Purdue,67,Texas,-5.4,-6.4,3,7,-4,0.155,2.96,-0.15,3,-3,0,-1,2,-2,462,340,,201,417,0.009,39,83,0.02,21,61,-0.031,219,371,118,-10,36,18,77,6.07,12.3,6.2,0.1,0.003,0.83,-0.5,-1.3,-2.71
2003,2,6,Maryland,77,3,Xavier,64,Maryland,-1.3,-0.6,-1,-5,4,-0.136,4.48,2.95,-4,4,0,1,-6,3,-10,-46,,51,43,0.016,-2,-48,0.029,-110,-118,-0.033,-51,-18,50,150,102,24,88,2.12,-2.9,-5.1,3.8,-0.096,3.44,1.6,-1.8,-10.1
2003,3,1,Kentucky,63,5,Wisconsin,57,Kentucky,4.8,1.5,4,8,-4,0.139,4.99,2.82,4,-4,-4,0,3,-4,532,410,,228,379,0.025,7,22,-0.001,69,123,-0.028,134,279,151,60,88,167,147,7.11,2.1,-5,5.8,0.075,4.74,2.5,-2.2,7.78
2003,3,1,Arizona,88,5,Notre Dame,71,Arizona,3.1,2.6,-2,4,-6,0.169,6.1,-0.48,7,-5,0,-1,7,-4,33,-162,-75,56,56,0.015,-55,-90,-0.032,-24,21,-0.052,101,71,11,26,-53,22,8,6.49,-0.9,-7.4,3.5,-0.016,-2.32,-0.2,2.2,4.41
2003,3,2,Kansas,69,3,Duke,65,Kansas,6.5,4.9,5,4,1,0.001,5.14,2.15,3,-3,0,1,4,-4,464,243,,285,412,0.041,-61,-126,-0.028,-45,9,-0.056,119,383,209,87,14,100,-65,4.87,0,-4.9,1.5,0.013,2.99,1.5,-1.5,5.43
2003,3,2,Pittsburgh,74,3,Marquette,77,Marquette,-6.2,-4.8,0,1,-1,0.03,5.21,-1.49,-1,1,1,-1,0,1,-116,-337,,-8,-105,0.024,6,64,-0.034,-106,-11,-0.131,-118,-5,56,73,17,46,-31,7.31,-5.7,-13,-1,-0.093,-0.85,-0.6,0.2,-6.79
2003,3,1,Oklahoma,65,12,Butler,54,Oklahoma,-10.1,-13.7,1,0,1,-0.024,9.75,6.3,-2,2,2,1,-5,-2,163,55,35,67,257,-0.029,-24,-61,0,53,96,-0.026,153,328,62,30,64,59,91,6.92,-3.3,-10.2,4.1,-0.039,4.91,2.2,-2.7,-4.16
2003,3,3,Syracuse,79,10,Auburn,78,Syracuse,4.2,2.2,1,8,-7,0.21,6.34,0.68,5,-5,4,-4,2,-2,377,200,,141,256,0.01,-12,-33,-0.002,107,121,0.034,61,225,66,29,71,-47,31,9.65,6.7,-3,4.4,0.032,2.1,0.6,-1.5,1.08
2003,3,1,Texas,82,5,Connecticut,78,Texas,-15.8,-14.9,0,3,-3,0.091,3.07,1.64,3,-3,0,-2,0,-2,-4,-51,,-48,-2,-0.023,0,42,-0.03,92,82,0.044,45,-21,-24,14,-132,-76,71,3.95,7.7,3.8,-1.8,-0.014,1.61,-0.2,-1.9,5.64
2003,3,6,Maryland,58,7,Michigan St.,60,Michigan St.,-8.5,-11.2,-4,-1,-3,0.048,4.44,-2.16,1,-1,0,0,1,-1,105,-74,-155,89,145,0.012,25,46,0.015,-98,-113,-0.022,36,15,99,105,77,-71,-119,1.74,0.8,-1,7.9,-0.028,-1.88,-0.7,1.2,-8.49
2003,4,1,Kentucky,69,3,Marquette,83,Marquette,9.2,10.1,3,5,-2,0.071,6.19,2.05,2,-2,-3,0,2,-2,193,17,,125,231,0.006,6,77,-0.042,-63,-17,-0.067,-27,116,41,83,59,63,3,7.88,-4,-11.8,2,-0.019,3.27,2.5,-0.8,8.22
2003,4,2,Kansas,78,1,Arizona,75,Kansas,2,-1.4,6,2,4,-0.086,1.58,1.58,-3,1,1,0,-4,1,416,279,,209,282,0.033,-45,-99,-0.018,43,129,-0.053,71,215,84,99,56,94,74,1.82,-0.6,-2.4,-0.5,-0.01,3.15,1.4,-1.7,-2.12
2003,4,1,Texas,85,7,Michigan St.,76,Texas,-15.3,-17.4,-2,4,-6,0.159,2.79,-0.45,3,-3,0,-2,2,-2,251,157,,104,260,-0.006,17,73,-0.019,26,51,-0.014,158,160,4,-11,0,-71,-32,3.23,9.2,5.9,5.8,0.041,0.25,-0.2,-0.5,-1.04
2003,4,3,Syracuse,63,1,Oklahoma,47,Syracuse,8.6,8.7,1,3,-2,0.063,0.16,0.49,1,-1,2,-1,1,0,393,394,30,167,234,0.029,-64,-98,-0.048,123,177,0.001,64,174,41,61,124,82,-27,0.27,2.3,2,8.3,0.049,1.31,-0.1,-1.4,-1.31
2003,5,2,Kansas,94,3,Marquette,61,Kansas,5.2,0.7,5,3,2,-0.029,8.72,3.25,0,0,0,0,0,-1,552,249,,281,522,0.012,-19,38,-0.063,9,147,-0.115,63,381,120,175,75,124,11,7.32,-5.5,-12.8,6.5,-0.087,3.91,2.5,-1.4,7.52
2003,5,1,Texas,84,3,Syracuse,95,Syracuse,-11.8,-9.4,-2,-4,2,-0.069,-0.11,0.25,0,0,-3,0,-1,1,-167,-135,,-104,-91,-0.029,10,10,0.012,31,12,0.027,53,-39,-45,-92,-126,-63,83,0.21,4.9,4.7,-1.6,-0.092,0.04,0.5,0.4,5.79
2003,6,2,Kansas,78,3,Syracuse,81,Syracuse,-3,-6.2,3,0,3,-0.068,5.98,1.51,1,-1,-2,1,1,-1,356,106,,162,247,0.019,-3,6,-0.009,35,100,-0.038,72,164,130,75,-55,68,41,5.34,0.6,-4.7,1.2,-0.1,1.52,2,0.5,9.7
2004,PI,16,Lehigh,57,16,Florida A&M,72,Florida A&M,0.5,0.9,-1,5,-6,0.176,2.55,-0.94,0,-4,5,-3,2,-3,-229,-398,,-18,-84,0.009,-73,-209,-0.001,-120,-176,0.008,,43,7,-42,57,-87,-116,2.34,-1.2,-3.6,-7.5,0.05,-1.66,-1.5,0.2,-11.55
2004,1,5,Florida,60,12,Manhattan,75,Manhattan,8.7,11.2,0,-5,5,-0.161,7,10.45,-7,5,-2,2,-4,2,58,165,,67,-5,0.04,69,172,0.009,-145,-182,-0.011,-68,2,154,-87,-30,59,-50,4.88,7.8,2.9,0.9,-0.035,11.37,4.7,-6.7,-1.23
2004,1,1,Saint Joseph's,82,16,Liberty,63,Saint Joseph's,-2.4,-2.3,-1,12,-13,0.393,23.15,9.19,4,-4,-4,-2,9,-10,192,-230,,47,-91,0.047,107,105,0.097,-9,-37,0.026,-133,-192,59,-7,7,-158,-98,30.16,20.6,-9.6,-1.4,0.06,12.72,6.6,-6.1,3.15
2004,1,4,Wake Forest,79,13,VCU,78,Wake Forest,-3.7,-4.5,0,-2,2,-0.065,11.65,11.2,-5,3,-3,2,-3,0,388,374,10,71,147,0.001,28,81,-0.006,218,215,0.106,40,-11,80,68,-25,-53,92,12.6,16,3.4,6,-0.095,13.81,7.3,-6.5,1.5
2004,1,8,Texas Tech,76,9,Charlotte,73,Texas Tech,3.3,4.8,4,2,2,-0.024,2.47,3.51,-3,3,5,-2,-6,3,116,121,140,110,180,0.014,-107,-311,-0.003,3,-95,0.092,-56,-67,21,14,27,-34,-8,2.86,-1.3,-4.2,-3,-0.005,2.57,3.4,0.8,-0.37
2004,1,2,Gonzaga,76,15,Valparaiso,49,Gonzaga,3.7,2.2,0,10,-10,0.322,19.03,3.31,3,-5,4,-5,7,-6,319,-149,,134,25,0.069,30,-44,0.089,21,-16,0.045,-20,47,82,-18,19,-82,-192,24.81,20.7,-4.1,-2.6,-0.055,4.59,0.8,-3.8,6.15
2004,1,1,Duke,96,16,Alabama St.,61,Duke,-1.8,-5.1,6,15,-9,0.322,36.77,21.64,2,-4,7,-3,3,-7,1050,493,,379,638,0.051,90,205,0.029,202,199,0.08,114,285,221,121,145,-26,118,43.05,27,-16,6.3,-0.051,24.65,14.9,-9.8,1.89
2004,1,3,Texas,66,14,Princeton,49,Texas,-3.2,-2.4,5,5,0,0.044,16.98,11.72,-1,3,5,-1,-4,0,769,604,195,270,727,-0.039,58,110,0.034,171,272,-0.031,276,499,71,27,35,16,138,16.68,9.3,-7.3,8.3,0.005,13.59,8.9,-4.8,0.87
2004,1,6,North Carolina,63,11,Air Force,52,North Carolina,12.5,10,1,-3,4,-0.126,10.28,11.96,-4,6,-1,3,-4,2,727,768,65,292,696,-0.022,-50,-93,-0.027,193,296,-0.023,286,566,152,62,52,144,75,7.81,6,-1.9,19,-0.116,13.27,6.9,-6.4,13.25
2004,1,8,Seton Hall,80,9,Arizona,76,Seton Hall,-3.4,-2.1,1,1,0,0.01,-1.02,1.15,-1,-1,0,0,1,0,-386,-326,50,-136,-179,-0.028,-38,-47,-0.039,-76,-41,-0.072,-62,-43,-154,1,-40,-45,90,1.17,-6.2,-7.3,-7.6,0.068,2.13,0.5,-1.6,-5.74
2004,1,1,Stanford,71,16,UTSA,45,Stanford,-3.3,-5.1,-1,11,-12,0.362,24.68,10.45,6,-4,3,-5,3,-4,-44,-431,,36,-125,0.05,-65,-184,0.003,-51,-124,0.054,-49,-64,92,-45,41,-111,-62,30.21,13.9,-16.4,-4.2,-0.052,11.47,6.8,-4.6,3.35
2004,1,2,Connecticut,70,15,Vermont,53,Connecticut,12.1,11.3,8,11,-3,0.136,25.39,14.13,-3,1,7,-1,-4,-1,1028,560,325,420,664,0.058,46,2,0.073,142,277,-0.056,226,616,234,15,228,145,149,29.67,16.8,-12.9,4.3,-0.101,17.01,10.3,-6.7,0.45
2004,1,4,Maryland,86,13,UTEP,83,Maryland,4.3,4.2,0,-4,4,-0.125,5.54,8.13,-6,4,-4,3,0,0,-2,147,20,57,273,-0.036,-32,-23,-0.047,-84,23,-0.121,157,216,-72,46,129,40,59,5.12,-1.6,-6.7,2.9,-0.055,9.78,7.9,-1.9,5.25
2004,1,5,Syracuse,80,12,BYU,75,Syracuse,12.9,10.2,1,2,-1,0.042,0.36,1.3,1,1,1,3,1,-4,65,130,40,83,256,-0.022,-30,-57,-0.023,-71,-23,-0.081,107,163,20,27,107,-13,-12,0.7,0.1,-0.7,-0.2,0.066,0.75,-0.7,-1.4,-11.02
2004,1,7,DePaul,76,10,Dayton,69,DePaul,-1.1,0.9,-1,-2,1,-0.039,1.95,2.81,0,0,-4,2,1,0,13,44,-35,33,9,0.016,-44,-194,0.041,-9,-46,0.032,-27,-107,-52,26,-20,-45,-15,1.61,4.9,3.2,1,0.007,2.57,0.8,-1.7,0.93
2004,1,8,Alabama,65,9,Southern Illinois,64,Alabama,0,-0.7,3,-5,8,-0.227,3.59,7.56,-9,7,-2,3,-7,4,249,356,,26,27,0.008,48,68,0.04,149,195,0.02,-27,91,-29,-89,20,63,22,2.17,5.6,3.4,-0.5,-0.042,8.66,4,-4.6,4.34
2004,1,10,Nevada,72,7,Michigan St.,66,Nevada,-10.3,-13.6,4,7,-3,0.135,2.76,-2.56,1,1,3,-2,0,2,441,232,,153,472,-0.039,-18,27,-0.058,153,244,-0.042,179,412,37,4,100,7,-6,4.61,-4.9,-9.5,4.7,-0.025,-1.83,0.5,2.3,-2.63
2004,1,5,Providence,58,12,Pacific,66,Pacific,-4.1,-4.1,-4,-5,1,-0.068,9.11,7.26,-6,4,-1,3,-1,-1,-212,-230,-165,-47,-41,-0.018,33,83,0.005,-151,-193,-0.016,38,-125,-23,70,40,-38,-92,9.39,3.7,-5.8,1.4,-0.093,8.52,4.5,-4,0.49
2004,1,2,Oklahoma St.,75,15,Eastern Washington,56,Oklahoma St.,-2.3,-2.4,5,14,-9,0.319,20.02,7.57,3,-1,4,-1,1,-7,596,153,,255,379,0.038,-13,-47,0.009,99,152,-0.011,114,335,81,79,79,15,50,24.28,13.1,-11.2,0.3,0.015,7.81,4.4,-3.4,-12.77
2004,1,3,Pittsburgh,53,14,UCF,44,Pittsburgh,-6.7,-5.9,5,6,-1,0.055,16.34,12.36,-4,0,7,0,-4,-1,265,115,,112,189,0.014,-82,-168,-0.047,123,238,-0.064,84,191,3,-64,28,-18,-42,20,10.8,-9.2,-2.9,-0.115,11.84,5,-6.7,-4.41
2004,1,6,Wisconsin,76,11,Richmond,64,Wisconsin,3.5,7.1,-1,5,-6,0.175,8.89,2.42,2,-2,6,-4,-3,-1,61,-141,,17,-106,0.036,2,-43,0.027,25,36,-0.002,-56,-115,19,-15,-53,-112,-124,10.67,10.1,-0.6,-2,0.059,1.39,0.8,-0.5,-4.03
2004,1,7,Memphis,59,10,South Carolina,43,Memphis,-1.3,-2.7,-4,-1,-3,0.057,0.29,0.63,4,-4,1,-3,1,-1,-211,-171,-175,-110,-197,-0.014,33,31,0.032,-24,-19,-0.017,-21,-85,-74,-82,-28,-65,-66,1.15,2.1,0.9,1.1,0.012,-0.6,-0.1,0.6,9.88
2004,1,1,Kentucky,96,16,Florida A&M,76,Kentucky,8.7,9.2,0,12,-12,0.375,28.68,16.49,3,-5,3,-2,4,-10,54,-336,,115,26,0.057,-67,-210,0.01,-109,-144,-0.011,,71,99,-22,59,-69,-109,32.7,14.6,-18.2,-4.8,0.026,18.81,11.4,-7.4,1.8
2004,1,3,Georgia Tech,65,14,Northern Iowa,60,Georgia Tech,1.9,2.3,7,7,0,0.06,13.79,8.01,-3,1,0,0,3,-1,764,537,,306,569,0.025,44,99,0.012,108,199,-0.046,161,354,169,173,109,190,278,15.91,6.1,-9.8,4.3,-0.014,11.29,6.9,-4.3,2.88
2004,1,4,Kansas,78,13,Illinois Chicago,53,Kansas,5.2,0.1,1,0,1,-0.023,11.1,9.91,0,0,2,0,-4,2,280,202,,85,126,0.014,30,152,-0.05,80,43,0.071,-14,177,104,-15,80,80,89,10.5,4.8,-5.7,4.8,-0.02,10.91,5.6,-5.3,9.5
2004,1,6,Boston College,58,11,Utah,51,Boston College,0.6,-0.8,1,0,1,-0.021,0.62,2.64,1,1,-2,2,-1,0,178,255,,51,169,-0.016,-68,-113,-0.061,144,248,-0.044,70,84,117,95,-9,-6,-29,1.29,0.4,-0.9,3.8,-0.019,2.76,-0.6,-3.3,-1.17
2004,1,2,Mississippi St.,85,15,Monmouth,52,Mississippi St.,-3.7,-3.9,-3,5,-8,0.231,21.62,11.74,2,-4,-1,2,7,-10,65,-229,,70,-36,0.048,-38,-116,0.004,-37,24,-0.076,141,143,-38,28,48,12,-90,25.73,16.6,-9.2,2.1,-0.091,13.09,5.7,-7.4,-4.42
2004,1,4,Cincinnati,80,13,East Tennessee St.,77,Cincinnati,-6.5,-6.9,-1,-2,1,-0.037,14.56,9.43,-3,3,6,1,-5,2,-163,-235,-40,-79,-166,-0.001,36,32,0.04,-41,-39,-0.02,9,-72,12,-141,-24,-121,63,12.96,11.7,-1.3,-6.5,-0.013,8.01,3.4,-4.6,-0.92
2004,1,5,Illinois,72,12,Murray St.,53,Illinois,-1.5,0.1,-1,-2,1,-0.036,9.71,10.28,-1,1,-3,0,-3,-2,-328,-265,-40,-107,-110,-0.028,7,3,0.009,-121,-159,-0.015,-35,-110,-71,-47,-24,-75,3,11.49,7.3,-4.2,-5.2,-0.009,11.93,4.6,-7.4,1.27
2004,1,10,Louisville,70,7,Xavier,80,Xavier,-2.9,0.3,-7,-6,-1,-0.036,4.76,1.13,-1,1,0,-1,-1,0,-440,-493,-270,-171,-301,-0.022,-43,-43,-0.038,-55,-136,0.06,-88,-201,-34,-3,64,-46,-3,0.28,-6.7,-7,3.3,-0.057,-0.1,-0.5,-0.4,1.48
2004,1,3,North Carolina St.,61,14,Lafayette,52,North Carolina St.,-0.3,1.4,3,3,0,0.034,23.66,16.98,2,0,4,1,-2,-1,143,-17,,29,175,-0.033,39,200,-0.055,46,-8,0.086,68,78,25,53,-75,-9,71,29.26,12.5,-16.8,-6.1,-0.146,19.62,11.7,-7.9,-1.42
2004,1,3,North Carolina St.,61,14,Lafayette,52,North Carolina St.,-0.3,1.4,3,3,0,0.034,23.66,16.98,2,0,4,1,-2,-1,143,-17,,29,175,-0.033,39,200,-0.055,46,-8,0.086,68,78,25,53,-75,-9,71,29.26,12.5,-16.8,-6.1,-0.146,19.62,11.7,-7.9,-1.42
2004,1,6,Vanderbilt,71,11,Western Michigan,58,Vanderbilt,-0.7,-2.3,2,-3,5,-0.142,3.39,7.69,-7,5,2,2,-4,2,-20,97,,-4,33,-0.01,46,131,-0.004,-58,-71,-0.01,-82,-27,67,-28,29,8,-24,2.35,-0.7,-3,-0.6,-0.039,8.5,4.5,-4,-5.36
